,stars,review_body,review_title,language,product_category,opinion
761,4,"je viens de la recevoir / attendre quelques jours pour vérifier son efficacité testée sur mon visage et mes mains: crême très épaisse avec une odeur assez marquée. celà peut déranger certaines personnes si on l'applique le jour. Laisse la peau douce, elle semble bien nourrissante sur une peau fragile, sensible.",crême épaisse dont le parfum peut déranger,fr,beauty,satisfied
5550,3,"Déçu par la solidité de l'anneau....après une semaine, il y a comme du jeu dedans... Maintenant il n'est jamais rangé là où il devrait être. Sinon le design est bien, il épouse bien mon Huwaei M9",La solidité du produit est mauvaise,fr,wireless,mixed
7936,5,Everyone needs to read this devotional. This is the best one out there. Try it and read it today. D,Love the book,en,digital_ebook_purchase,satisfied
5116,3,"Très contrariée de cet achat. La bâche est posée sur un sol plan, sans aspérité, sans caillou, pour recevoir un tapis de tissu (ceux fabriqués avec les bouteilles de plastique recyclé, assez moelleux) et une piscine gonflable. Il y a eu une petite grêle légère et la bâche n'a pas résisté : toute la couleur est partie, la bâche est devenue fortement blanche, laissant des poussières de peinture qui se collent à vous (pieds, vêtements) et elle se déchire de partout. Elle ne subit pourtant aucune tension et n'avait pas encore passé d'épisode de gel. Au prix du produit je suis écœurée. Seule la partie sous la piscine semble avoir résisté mais là aussi elle parait fragile (je n'ai pas voulu tirer dessus pour tester sa résistance sur cette zone. Passez votre chemin ;pour un usage classique elle sera encore plus sollicitée puisque pliée ou courbée. MODIFICATION 7 nov 2019 J'ai été recontactée par le service client qui me propose une nouvelle bâche (ou un remboursement partiel), je vais essayer cette nouvelle bâche, peut être y a-t-il eu un défaut usine sur la première ?","Morte en moins d'un an, remplacement SAV en cours",fr,home_improvement,mixed
849,5,Léger pratique pour bébé,Top,fr,baby_product,satisfied
5701,3,Je pense qu’elles ont l’air robuste mais je trouve qu’il manque un peu de luminosité pour le prix du produit. Donne une belle effet dans le phare. À voir dans le temps.,Bon produit,fr,automotive,mixed
5002,3,"Jamais reçu , mais remboursé rapidement , donc pas de commentaire vraiment utile ! ! !vendeur réactif ! ! !",Jamais reçu,fr,home_improvement,mixed
5101,3,"Plumes tès petites, rendu pas super... pour une déco années 20 j'ai du acheté des plumes dans un magasin spécialisé",Déçu,fr,furniture,mixed
9840,1,It was corrupted I couldn't use it.,It's corrupted.,en,pc,non satisfied
9804,1,Package came with damage and once opened the hood range was all dented up also..,Should been allowed to ship,en,other,non satisfied
833,4,Grand confort pour ce bonnet et tour de cou. Doublage en polaire bien apprécié avec les températures basses Livraison parfaite comme d'habitude,"article chaud, très confortable et d'un joli gris",fr,apparel,satisfied
10298,2,Got it because I have fibro. I weigh 180. Was told this was ideal weight. Cant hardly move it. Too heavy. Buyers remorse,20lbs is too heavy.,en,home,mixed
10621,2,I didn't realize this was made of plastic. The latch continuously gets caught so the self close is unreliable. I have kept it and it has held up in a rental apartment but wouldn't buy again.,Made of plastic,en,home,mixed
6470,5,Works pretty good if wound is recent,Nice,en,drugstore,satisfied
6708,3,Great razor but maybe not for a woman. When I shave my legs the top pops open and I have to keep shutting it. Other than that it’s a good buy.,Not for woman,en,beauty,satisfied
9547,1,The clasp broke after a week of mild running (~20 miles). Seller was also unresponsive.,Broke after a week,en,wireless,non satisfied
6237,5,Very good and charges my S9+ quick even while using Waze when I am driving. Great find!!!,Works great!,en,electronics,satisfied
7149,3,I don’t think this got very hot and felt very heavy.,Just ok,en,beauty,satisfied
8917,1,Does not work for skin tags!,This is only an aromatic oil.,en,drugstore,non satisfied
5270,3,Godets trop petits pour mon utilisation,Plaques de semis,fr,home,mixed
2936,1,"Est arrivé avec des perles cassés. Inutilisable. Je trouve cela dommage, même si je ne l'ai pas payé cher. Les 2 fois où j'ai voulu mettre un commentaire, bizarrement ils n'ont jamais été validés. A voir cette fois-ci",Arrivé cassé,fr,jewelry,non satisfied
1223,5,"parfais pour bébé de mon de 70cm maintenant a 5 mois ma puce est trop grande pour le plateau je rajoute un petite planche en bois et c'est de nouveau nickel, utilise depuis c'est 2 semaines et tout est ok, pile toujour identique. ( je la pèse tout les 3 jours) je recommande!",genial,fr,baby_product,satisfied
3319,1,Fausse capacité de la mémoire de la carte ! Ça ne fonctionne pas.,256 go ? Faux,fr,pc,non satisfied
9844,1,"Was difficult to use, difficult to keep set and eventually it broke, snapping in half. Poor quality of a poor design.",Broke,en,home,non satisfied
4115,3,"Chemise de mauvaise qualité, des fils qui dépasse de partout... Les boutons reste coincé dans les fils... Même h&m ont des produits de meilleur qualite",Finition pas terrible,fr,apparel,mixed
10616,2,"The ports are so shallow as to not fully seat with the body of the micro-USB, causing a wobbly connection point. This has caused several breakages.","Poor design, breaks easily",en,pc,mixed
10543,2,"I’m honestly not sure what happened! I’ve been using this product for years on my 4 Persians and never had an issue. I thought it was a clogged tear duct to the vet I went on meds and now after a month of using Eye envy the staining isn’t going away at all. I keep the eyes dry, wiping as I have always done. I gave it 2 stars because it’s always worked I’m so disappointed 😞",No longer works,en,pet_products,mixed
5994,3,A sa sortie... Vraiment pas terrible. Mais aujourd'hui il vaut vraiment le coup.,A su redresser la barre.,fr,video_games,mixed
1985,5,Fidèle à la marque je suis dans la même idée que le reste des autres commentaires une fois qu’on a utilisé les touches on peut pas revenir sur une autre coque 😂,Top,fr,wireless,satisfied
5135,3,Ne convient pas aux peaux sèches,Pas hyper hydratant,fr,beauty,mixed
10016,2,The charger that came with it will not charge the ears buds,Disappointed,en,wireless,mixed
10109,2,Tired Cold War story,Two Stars,en,digital_ebook_purchase,mixed
9281,1,I didn’t receive this item. I don’t know what to do. It wasn’t delivered. Amazon is not offering options in that regard. Who’s fault is it?,Didn’t receive it,en,toy,non satisfied
9074,1,Horrible. The glue tubes was empty,One Star,en,pet_products,non satisfied
8299,1,Do NOT buy this. I bought one and loved the overall grip. It broke in two after the fourth fly. I figured it might have just been a lemon and bought another. It broke in two after the 4-5 flies.,Breaks in half after just a few swats,en,electronics,non satisfied
11902,2,"Game is fantastic, unfortunately Badlands Games stated that it comes with a plethora of extras on the case. None of which are included at all. Stay away until this is addressed",Missing 70% of what’s stated on package,en,video_games,mixed
6154,3,"The design is not as good as previous one that had a circular design. With this one, the longer section gets in the way of holding the bottles as you pump. The bottles also do not fit snugly into these holders & so the holders often come off.",The design is not as good as previous one that had a circular design,en,baby_product,satisfied
481,4,"Très simple à préparer, avec de l'eau chaude. Vraiment très piquant. On n'est pas obligé de mettre tout le contenu du sachet de sauce en une seule fois. Mieux vaut commencer par une toute petite quantité et goûter...",ça dégage les sinus !,fr,grocery,satisfied
458,4,Juste recu. Parait tres bien. Pas eu le temps de vraiment tester. Petit facile a gerer et transporter. Je peux recommander.,Tres bien,fr,camera,satisfied
8688,1,This product was a waist of money. Did not work as advertised. Will say hand sowed seeds and covered with straw they did grow. There is nothing hydro seeding about this.,JUNK,en,lawn_and_garden,non satisfied
6593,5,Well made. Good price. I was pleased that It was a well received gift.,Good price. I was pleased that It was a ...,en,apparel,satisfied
2200,2,"Dommage, une usure carrément ""prématurée"" avec le molleton du fond qui s en va avec fragilité du coussin et dépôt de pluche partout autour du panier, ... Enfin, un panier trop fragile pour un chien, ce qui est vraiment dommage car ma chienne l adore... Et oui, il est tellement moelleux... La qualité n est pas au rdv du montant payé. Je regrette mon achat","Fragile, très fragile.... Trop fragile",fr,pet_products,non satisfied
11029,2,I waste my life watching this movie but I did laugh a couple of times so I gave you the extra star,do something better with your life,en,digital_video_download,mixed
5434,3,Tombe facilement car attache trop courte. Mais elles sont très jolie.,Moyen,fr,jewelry,mixed
7314,3,"the brush is flimsy so the lines are hard to make straight, otherwise it stays on great!",OK,en,beauty,satisfied
2250,2,"J'avais posé la question pour savoir si la vitre recouvre 100% de l'écran la réponse était oui, sauf que ce n'est pas le cas. De plus, la sensibilité du tactile est amoindrie. N'a pas le même comportement qu'une vitre en verre trempé.",Non conforme à mes attentes,fr,wireless,non satisfied
2797,1,"ce produit est annoncé comme étant en microfibre suédine effet peau de pèche . la référence en est même peach skin. Le produit reçu est un banal polyester qui, sur le temps ne sera pas aussi résistant que la suédine. Si vous avez cru, comme moi, que en payant la gamme au dessus vous auriez un produit résistant. PERDU ! Le SAV joue sur les mots, et le retour est aux frais du client.",publicité mensongère !!!!!,fr,home,non satisfied
10608,2,"When I received this radio, I was disappointed to find that it did not have an ""alert"" setting, that is, where the radio will turn on when the Weather Service broadcasts a hazardous weather alert. Most ""weather"" radios have this, so you don't have to be listening to it all the time but it will alert you when there is potentially dangerous weather. It's my fault for not researching this carefully before I ordered it, but I just assumed any ""weather"" radio would have this feature.","Works OK, Not Totally What I Expected",en,electronics,mixed
5084,3,"Délai de livraison plus rapide que prévu. Qualité/prix : honnête Frais de livraison plus importants que le prix des deux jeux des pièces (4). Dommage. Destiné à un cadeau, le but est juste de faire plaisir.",DESCRIPTIF RESPECTE - BON RAPPORT QUALITE/PRIX,fr,home,mixed
2046,2,ne correspond pas à la photo par rapport aux couleurs et tenue au sol. déformé par le pliage de l'emballage.,"déçue, trop cher pour la piètre qualité",fr,furniture,non satisfied
10137,2,"Didn't work, I will try it on a different system and update when I've tried it.",We'll see,en,wireless,mixed
9740,1,So far I got nothing from it so will say It does not work,One Star,en,drugstore,non satisfied
1889,5,Produit conforme à la description et photo Livraison rapide,Conforme,fr,pc,satisfied
5571,3,"Bien dans l'ensemble. Dommage que les motifs ne soient pas plus variés. Concernant les pages, le fond noir est très agréable mais les feuilles ne sont pas assez épaisse (on colorie le motif derrière) et on ne peut pas détacher les feuilles pour être plus alaise pour dessiner",bien,fr,book,mixed
8225,1,"I was very happy at first, but after 3 months both of the cables is not working anymore. I'm trying to come back and check on how to claim with the 1-year warranty service but Amazon completely changes it to another post and does not have this item listed anymore. About the friendly warranty service, they mention turn out not very worth trusty.",I was very happy at first,en,wireless,non satisfied
5532,3,"Une très jolie finition pour cette montre, cela dit l'ensemble (bracelet + cadran) est un trop petit à mon gout.",bracelet fin,fr,watch,mixed
6207,5,"To be honest, I haven't had to repair my bike yet, but that's because I haven't had the tools to do so. This looks like it has everything, from a variety of Allen wrenches to even a small patch for a hole. I didn't give it 5 stars for lightweight though because, while it does come in a convenient carry pouch, the tools are pretty solid, which is good in a tool if you ask me, and so I wouldn't call it ""light weight.""",multitool for bike repair,en,other,satisfied
149,5,acheté car mon mari fait de la mécanique et bricole de temps en temps et m'empreinte toujours mon miroir de maquillage pour pouvoir voir certaine chose donc cette objet et ideale pour lui essayé hier elle fonctionne tres bien avec de la lumiere au bout c'est juste parfait je recommande pour petit travaux,tres bien,fr,industrial_supplies,satisfied
5159,3,Montre enfant rigolote mais notice qu'en Anglais. On verra la qualité à long terme. Conforme au prix.,Montre enfant,fr,watch,mixed
10036,2,I am writing this review to warn people that it isn't very secure as i lost the entire band on the third day of wearing it. I did follow directions so that wasn't the problem but rather it must have caught on something without my notice. You also can't see through it which is a bit annoying when i did have it. It needs a snap not just velcro,lost the entire band and my fitbit in 3 days,en,other,mixed
9250,1,I was disappointed. These razors cut up my legs and didn't get the hair off.,One Star,en,beauty,non satisfied
6455,4,"I love the packaging and everything about the purchase! The only thing is, it stated there would be 4 photo cards but there were only 3 and I wish that the poster wasn't folded (but you can't fix that, obviously lol) The album is wonderful and I'm so happy to have the photo book and album!",Beautiful!,en,kitchen,satisfied
7928,3,Thicker than expected and the fabric is runny but overall it’s pretty good.,... expected and the fabric is runny but overall it’s pretty good.,en,sports,satisfied
6226,4,Seems cheaply made but is providing a good solution so far.,good solution,en,home_improvement,satisfied
8596,1,Speaker was awesome! ....... for the first few months. Now one speaker doesn’t work and the bass sounds glitchy at any point after half volume. For shame because this machine was glorious during its short life.,Short term friend.,en,pc,non satisfied
5182,3,"déçu car il y a pas de câble pour relier la station à une prise de courant,",pas de câble ni d embout pour la prise,fr,home,mixed
11885,2,Was opened and used when received it..wont be able to return because went to my sister and I have no time to run there. Up to you what you want to do.,The seal was open and was used Up in delivery,en,drugstore,mixed
7519,3,The scale is so thin it is difficult to step on it. It should have some bottom supports.,Feels unstable,en,drugstore,satisfied
8413,1,"This mini cage looks okay for the design, but the problem is lack of grid at the bottom of the cage, so the bird will jump around with its dropping and carries it everywhere. I would not recommend it to anybody.",I would not recommend it to anybody,en,pet_products,non satisfied
8654,1,"I purchased my first timer in 2013 and just received a fourth warranty replacement. On average, each timer has worked well for slightly more than one year, and then the integrated backup rechargeable battery fails. The battery is supposed to retain the current date and time for about 24 hours when a power outage occurs. But, either the integrated battery or charging circuitry used by Leviton is deficient. Also, the rechargeable battery cannot be removed and replaced. After about one year the current date and time is lost whenever power flickers for just a moment. Leviton seems to acknowledge the problem indirectly as their customer service has never argued when I request a warranty replacement. But, I am getting tired of the annual replacement schedule. I've also read a number of complaints about this issue on Leviton's knowledge base web page. So, it's not just me, and Leviton doesn't appear to be taking any corrective action.",Don't buy!!!! - Integrated backup battery fails,en,home_improvement,non satisfied
5501,3,Plutôt un bon produit. La coque est rigide mais se casse un peu sur les bord apres quelques mois. la house pour le clavier est quant à elle très agréable,Bon,fr,pc,mixed
922,5,"A plu à mon fils. Petit format, pratique à glisser dans le cartable pour les heures de permanence",Bien,fr,book,satisfied
3579,2,Déçu de couleur jaune alors que dans ma commande il est spécifié jaune .. Le vendeur m’a donc remboursé 1€ Mais du coup je ne l’utilise pas,Un peux déçu,fr,beauty,non satisfied
3764,2,"J'ai commandé deux boites (arrivage de chine). Les finitions ne sont déjà pas très bonnes, mais en plus l'une des deux boites est arrivée cassée!!!",Article certes pratique et peu cher mais de basse qualité (arrivé cassé),fr,home,non satisfied
10643,2,Went by sizing and is way big. Soft and pretty just to big.,Beautiful but runs big,en,apparel,mixed
3570,2,"Le produit est arrivé sans mon nom de famille, donc cela a été compliqué de retrouver le produit et un sablier est complètement cassé. Je suis donc déçue",PRODUIT ENDOMMAGE,fr,home_improvement,non satisfied
5329,3,Hyper compliqué à installer bof vraiment,Mitigé,fr,baby_product,mixed
8855,1,My unit broke after the first use,Larry,en,electronics,non satisfied
2458,1,"vendeur à éviter, il est impossible d'obtenir une facture (en cas d'achat, cette dernière DEVRAIT obligatoirement être fournie).",impossible d'obtenir une facture,fr,pc,non satisfied
10864,2,Loved how the shoe is light but there is no arch support.,Not to used for all day wear a the beach,en,shoes,mixed
11728,2,"I mean these would be cool, if I the lens didn’t fall out as soon as I took them out of the package 🙃",Lens won’t stay in at all,en,shoes,mixed
1588,4,"Un peu long à arriver mais bon produit, très pratique, ça marche vraiment si on suit bien les tutos de youtube, ma roue est dévoilé, pour un coût ridicule.",Bon produit,fr,sports,satisfied
2877,2,veilleuse qui a tenue 2 jours le dessus du noir était cassé et faut prévoir bcp de pile car tout les jours fallait changer les pile et pas de chargeur secteur bref pas bien fini poubelle,null sa vaux pas plus desolée,fr,home,non satisfied
11956,2,"Update: I was contacted by the company and they asked me to give my contact info so they can resolve the problem. I will update again if the issue is resolved. I literally put the lights on monday, one of the red covers fell off on Wednesday. So other than that....",Cover issues,en,automotive,mixed
1660,5,Très bon produit. Jamais déçu par les guides du Routard !,Satisfait,fr,book,satisfied
8394,1,"If this is a large, then I am huge! It won't even go all around me, and the fabric is very cheap. I will not reorder for a different size, it is not worth the money. Terrible","If this is a large, then I am huge ...",en,apparel,non satisfied
4208,3,"Qualité assez moyenne ,sans véritablement de goût . Produit bas de gamme que je ne recommande pas . Choisir une autre sorte de pruneaux ,je ne recommanderai plus cette marque très décevante.",Pruneaux très banals et quelconque. Achat que je ne conseille pas.,fr,grocery,mixed
4083,3,"Bon produit, je vous conseil juste si vous acheté autre chose, comme des filtres polarisant ou autre vous aller peut etre avoir un pare soleil compris . donc je me trouve avec pare soleil . mais si vous n'acheté que cela pas de problèmes",rien à redire,fr,camera,mixed
5283,3,La chaîne correspond bien à la description. Très jolie mais beaucoup trop longue.,Bien,fr,baby_product,mixed
3837,1,"Bonjour, Le colis n 'était pas endommagé mais après déballage devant le livreur il y avait 3 impacts sur une des 2 tables achetées. Le livreur n a pas voulu me reprendre le colis avec la table cassée car le colis n 'était pas abimé. Je ne sais pas si je vais être dédommagé Salutations",1 Table arrivée avec 3 impacts,fr,lawn_and_garden,non satisfied
8734,1,Huge! Not at all what it was described way to big. Would like a refund I can use this for a over night bad and still have room for my lap top,Not what the description was. I can use it for a lap top bag,en,shoes,non satisfied
7389,4,They are super cute and just like the picture!! How ever there is no padding for your foot and the toe box is actually to tall. I am normally a 9.5 but ordered the 10 and they fit comfortably.,They are super cute and just like the picture,en,shoes,satisfied
3459,1,Peinture effacé très sale.. déçue.. on croirait que je l'ai trouvé par terre!!!😡,Reçu Abîmé...,fr,toy,non satisfied
8493,1,"I bought two of these. The first one was missing the base plates and screws. The second one, the screws in the legs are misaligned and therefore do not fit into the base plates squarely.",Very cheap product!,en,home_improvement,non satisfied
2752,2,Alors... C'est un opinel. La virole est typique d'un opinel. Mais la lame... Wow. Je n'aurai jamais pensé que opinel pouvait faire une lame aussi naze. Elle est fine en inox brillant alors que normalement un opinel classique à une lame inox mat. Le couteau est joli mais la lame.. On dirait de la chinoiserie. La marque opinel est grave dessus mais le logo est gravé bizarrement.,Pas terrible l'opinel...,fr,sports,non satisfied
10235,2,"I really like the chair but one of the holes for where you screw in the arm rest to connect to the rest of the chair is off by like half an inch so one of the arms of the chairs isn’t screwed in all the way, if I tighten the top screw a lot if works ok but for 80 dollars the chair should have been better made",Item was manufactured incorrectly,en,furniture,mixed
1290,4,Bracelet solide et esthétique malgré les coutures apparentes et le système de fixation un peu basique. On aurait peut-être préféré une fixation en métal plus en accord avec l'ensemble que celle proposée en plastique dur et un ton uni au plan des coloris concernant le bracelet. Bel article quand meme.,bracelet cuir,fr,sports,satisfied
11631,2,"Another reviewer commented that there was a manufacturing defect in the toe of these boots that was a permanent crease. I never imagined this would be common but it was on both of the boots I ordered. They came in a shoe bag, not box, and they were very squashed. Also I ordered kids size 1 and they were huge. The ankle area was giant they were falling off both my kids feet. Returned both pair.","Cheap quality, not as nice as pictured",en,shoes,mixed
257,4,Très doux et de bonne qualité. Je suis satisfaite,Tapis rond,fr,furniture,satisfied
11191,2,Too heavy and bulky.,Two Stars,en,shoes,mixed
8365,1,Broke after 1 year of casual use. This is my second Fitbit and will definitely be my last ..,Disposable at best.!,en,drugstore,non satisfied
7713,4,"These headphones are cheap. Which is the best part about them! Ive had the same pair for 8 months and they still work flawlessly. The sound quality is the best bang for your buck. The only issue is it might speak Chinese and the buttons are kinda cheep. But these are great for school, work, and the gym.",Best bang for your buck,en,wireless,satisfied
4550,3,Ce drap housse est de bonne qualité. A voir sur du long terme maintenant si ce drap housse résiste aux lavages.,Drap housse,fr,baby_product,mixed
11953,2,Poor fit all over. Returning!,Poor Fit and Construction,en,shoes,mixed
6725,5,tape gun as expected.,as expected.,en,office_product,satisfied
11519,2,Cute wallet. The zipper sometimes splits open. I don’t know if they all do it or if I just got one that is faulty.,Would not buy again,en,luggage,mixed
1004,5,Très bien mais si on laisse au feu un moment la nourriture du fond colle du coup il faut mélanger pendant toute la cuisson mais à part ça le produit et bien léger et facile à nettoyer,Très bien mais si on laisse,fr,kitchen,satisfied
1715,5,Fait très peut de bruits et brasse très bien l'eau pour 120l,Fonctionne très bien.,fr,pet_products,satisfied
9562,1,"I was looking for a good read and chose this as one of my Prime Reads. I’ve read some of the author’s books and remember them as enjoyable. This one, however, was hard to read and even harder to find the plot. I decided to read reviews to see what others thought and when I read that this book has no hard ending, I quit reading .",Don’t bother,en,digital_ebook_purchase,non satisfied
1865,4,"BIEN, sans plus , une raclette pour laver les vitres fait le boulot aussi .",Fait le boulot,fr,automotive,satisfied
10451,2,"Cheap thin leather and the metal buckles and loops match in quality. On the larger size, Im using the 2nd tightest hole. For what it costs though its not worth the time or shipping to return and I guess I will wear it occasionally just not as nice as I was looking for.",cheap,en,apparel,mixed
4242,3,House ne tienne pas bien,Pas terrible.,fr,automotive,mixed
485,5,"Ce produit est génial!!!!! Je travaille devant un écran , et j’ai tres mal au niveau d épaule , ça m’a permet de soulage mes muscles et ma nuque ,et ma sœur aussi a adoré , c’est un produit convient pour les personnes qui ont besoin de se relaxer Je suis satisfaite de mon achat et je recommande vivement !!!!",Je recommande vivement !!!!,fr,personal_care_appliances,satisfied
3926,1,"Je suis assez déçu de ce réveil en bois. ce n'est pas en bois, mais en plastique Il est très joli mais les LED ne s'affichent pas très bien dans l'ensemble, je ne rachèterai pas ce produit si c'était à refaire..",Les LED ne s'affichent pas correctement,fr,home,non satisfied
9465,1,This parts never received more than one month now.....I'm very disappointed need refund asap.,I never received this parts until now more than one month already. I'm very disappointed with this seller I need refund.,en,automotive,non satisfied
7716,5,"My daughter who is a teenager loved this item. It was well made, lots of details, and was a fun and unique item. It's very huggable.",well made,en,toy,satisfied
3399,1,Bof peu pratique. Ne fais aucun bruit et la fermeture ne tient pas. La boule à l'intérieur tombe sans cesse. Très déçu,Bola de grossesse,fr,jewelry,non satisfied
7736,3,"To start with, the chair came with missing pieces (4 washers) and the holes in the seat didn’t match up where your supposed to screw in the metal base plate of the chair. However everything got put together and is very sturdy, pretty comfortable also. You get what you pay for. Worth the $20, I think.",Worth the $20,en,furniture,satisfied
4993,3,bien écrit ..mais parfois les abréviations utilisées ne sont pas claires .intrigue un peu compliquée et j'ai eu du mal à comprendre qui était coupable!,bien mais ...,fr,digital_ebook_purchase,mixed
5279,3,Le produit n'était pas attaché dans son emballage en carton d'origine.. Les petits liens de serrage étaient cassés. Le produit se baladait dans l’emballage amazon par conséquence..,Bon produit dans l'ensemble mais...,fr,toy,mixed
9798,1,Bought 4 of these in different colors worst buy I ever made they are very poorly made and rip after one day of packing it please save your self some time and money and dont order,Its junk poorly made,en,shoes,non satisfied
9357,1,"My delivery has been delayed and no updates have been provided. I tried to contact the seller via my order, but the only option is to return. I can’t return something I haven’t received! An update on delivery would be very helpful so that I can write a proper review!",Delivery issue,en,wireless,non satisfied
4988,3,"Les cours sont pas mal, des exercices permettent de réviser les connaissances et il y a des études de documents corrigés Cependant, il n'y a pas de question de synthèse, ou "" ROC "" (restitution organisée des connaissances), c est dommage Deplus une page est arraché, pas facile d'y voir le cour :/",Commentaire livre annabac svt TS,fr,book,mixed
7201,4,"I can tell it isn't the most stable/durable, but looks super cute! Doesn't gold a lot, and there is an odd number of earring slots which is weird since you can't put a pair together, but still cute.",Cute for the price!,en,home,satisfied
10204,2,I ordered this once and it arrived fine. However the second time I ordered it the cap was broken and hairspray had been spilled into the box it shipped in. Very disappointed.,Arrived Damaged,en,other,mixed
620,5,"J'ai acheté ce drone pour l'anniversaire de mon cousin, il en est très très content, je suis fière de mon achat je recommande à tout le monde pour les anniversaires de vos neveux et enfants, les enfants s'éclatent comme des fous ! (attention au bruits par contre, ne pas leur laisser la nuit :p )",Drone pour enfant,fr,toy,satisfied
11331,2,"While the HMR 120 Protein Shake tastes good, both vanilla and chocolate, I have not lost a single pound using it! Kind of discouraging as I was using it in place of my breakfast meal and was hungry only 3 hours later! I still didn't eat until lunch, but to no avail cause I still wasn't losing anything.",Failed to Help With Weight Loss,en,drugstore,mixed
9879,1,Ring is larger than expected very heavy,One Star,en,other,non satisfied
6512,4,"I really like this case. I got the gray one. It looks exactly how Described. The only thing Im wary about are the buttons on the side. They’re kind of hard to use. It takes a few tries to lock my phone and even more tried to do screenshots. Other than that, I have dropped my phone a couple of times so the corners of the case are kind of scraped but nothing too noticeable and my phone was protected.",I really like this case,en,wireless,satisfied
3171,2,"L'étau en lui même est correct sans plus. Inscription ""made in India"". Le moulage a été vite fait, la finition n'est pas terrible et il a été chargé de peinture pour cacher les défauts. La conception mécanique est bonne et il semble costaud. Pour la livraison c'est un coup de poker, Amazon se limite à coller une étiquette de transport sur le carton d'origine, donc aucune protection, le mien est arrivé avec un gros éclat de peinture suite à une chute. Bref, étau correct pour le prix mais loin de la qualité de fabrication qu'avaient les produits Peugeot de ""l'ancien monde"" d'avant la mondialisation. Dommage.",emballage inexistant,fr,home_improvement,non satisfied
195,5,Pour CP JE LE trouve un peut grand mais super pratique!,C’est mon fil qui a choisi !!,fr,luggage,satisfied
2294,1,"Bonjour, Colissimo ne m'a jamais livré ce colis et a préféré le déposer en point relais, en disant que je n'étais pas chez moi, alors que j'y étais, sachant que j'ai un souci pour me déplacer, je ne pourrai récupérer le colis et du coup retour chez Amazon. Je demande donc à Amazon de remonter cela au transporteur, quand un client demande une livraison à domicile, il y a parfois une raison derrière. Merci",Colissimo,fr,video_games,non satisfied
576,5,Tout se qu'on souhaite d'un bon scoth renforcer colle très bien et solide se découpe à la main que du bonheur,Scoth facom renforcé,fr,home_improvement,satisfied
297,5,"Très élégant, j adore !!!",Très élégant,fr,wireless,satisfied
6417,4,This is a lovely little dish that I will enjoy using. It would make a nice gift. My only problem with it is the knob to the lid is tapered and so smooth it's difficult to open. I have to use 4 fingers or 2 hands. I suspect the lid might get broken quite easily if someone's fingers are very dry. That part is a shame because it really is a beautiful little dish appropriate for candy or nuts.,Beautiful Dish--Difficult to Open,en,kitchen,satisfied
4324,3,J'utilise cette farine d'amande afin de remplacer la farine traditionnelle de blé. Ça fonctionne très bien surtout dans le cadre d'un régime.,Bon rapport qualité prix,fr,grocery,mixed
808,4,mon fils adore on aurait aimé que cela soit plus grand et plus haut sinon c'est super bien fait,super,fr,toy,satisfied
5985,3,"Très esthétique, d'une odeur agréable, le seul soucis c'est que l'effet de celui-ci n'a duré que 3 jours. Suis-je tombé sur un mauvais modèle (vieux ou ???) mais c'est très décevant. Je ne sais pas si je retenterais l'expérience au vu du prix",une odeur fugace,fr,automotive,mixed
8259,1,"I can't get one on and can't wear the sox as too tight with current swelling even though the XL was the correct size for the calf, think I need another size up I can't return them either as in taking one off I pulled a couple of snags so overall it didn't work for me and guess I will have to throw them out or to the Goodwill. Ankle area was very tight also.",nice sox but did'nt work for me,en,sports,non satisfied
4394,3,"Ce pèle-mêle rend très bien sur un mur uni, et permet de mettre en valeur des photos de famille. L'article était très bien protégé pour la livraison, et est arrivé en parfait état.",Joli pèle-mêle,fr,home,mixed
3117,1,Le taille crayons ne fonctionne pas correctement. Je souhaite le remboursement. Merci,Déçue !,fr,office_product,non satisfied
5234,3,La matière est souple et l'effet n'est pas gainant. Il ne faut pas prendre une taille trop grande sinon le résultat n'est pas élégant.,choisir la bonne taille,fr,apparel,mixed
1375,5,"ces pinces vont rapidement être un incontournable pour moi. très pratiques et colorées, elles sont aussi robustes et pourront surement subir les intempéries si elles restent sur le fil à linge.",parfait,fr,home_improvement,satisfied
5546,3,bâche permettant une bonne protection de la table mais attention elle se déchire facilement aux angles de la table. son retrait doit donc être réalisé avec précaution.,fragile,fr,home,mixed
7083,3,I have Yorkies and the steps are a little steep for them. It rocks when the jump to get up the stairs so there a little afraid of it and dont want to use it. They weight 8 and 11 lbs so it might work better for heavier dogs.,They weight 8 and 11 lbs so it might work better for heavier dogs,en,pet_products,satisfied
4753,3,Comme indiqué dans les autres commentaires si on utilise une coque (ce qui est le cas avec mon Iphone SE) on ne brancher l'Iphone au dock. Je pense qu'avec une coque qui n'entoure pas la partie inférieure cela fonctionnerait.,Oui mais...,fr,wireless,mixed
6519,3,"Cannot tell if it has done anything, but the uv light stopped working after a few days of use. Very disappointing...",Uv stopped working,en,drugstore,satisfied
6564,4,worked as well as the original ones that came with my pump,worked as well as the original ones that came with ...,en,home,satisfied
5150,3,Beau produit esthétiquement très joli Mais gros soucis niveau tactile pour le déblocage par emprunte ça ne passe passe je vais changé,L'emprunte ne fonctionne pas,fr,wireless,mixed
11596,2,It worked OK at first but broke within the first month and a half of purchase. Just outside of the return window but oh well. The little part that you have to screw backwards and forwards is very very finicky and frail. I do not recommend this item,Not Durable or Stable,en,wireless,mixed
1714,5,Veilleuse très pratique et agréable,Très bonne veilleuse,fr,baby_product,satisfied
